"Variable_Name","Variable_Label","Group0_Rate","Group1_Rate","Rate_Difference","P_Value","Test_Used","Domain","Data_Source","N_Group0","N_Group1","Min_Expected","Significance"
"AHRF_TOT_ER_MED_countylevel","Total number of non-federal emergency medicine physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ER_VST_ST_G_HOSP_countylevel","Total number of emergency department visits in short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_GASTROENTEROLOGY_countylevel","Total number of gastroenterology specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_GENRL_SURG_countylevel","Total number of general surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_GEN_INTERNAL_MED_countylevel","Total number of non-federal general internal medicine physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_GEN_PREV_countylevel","Total number of non-federal general preventive medicine specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_HOSPS_countylevel","Total number of hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_HOSP_ADMISSIONS_countylevel","Total number of hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_HOSP_BED_countylevel","Total number of hospital beds",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_HOSP_BEDS_LT_countylevel","Total number of beds in long-term hospital",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_LT_HOSP_countylevel","Total number of long-term hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_MCR_IP_DAY_ST_G_countylevel","Total Medicare inpatient days, short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_MDCD_IP_DAY_ST_G_countylevel","Total Medicaid inpatient days, short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_MDS_countylevel","Total number of non-federal MDs",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_MED_SPEC_countylevel","Total number of medical specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_NEUROLOGICAL_SURG_countylevel","Total number of neurological surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_NH_BED_STNGH_countylevel","Total number of short-term non-general hospital nursing home beds",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_NURSE_ANESTH_countylevel","Total number of certified registered nurse anesthetists with NPI",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_NURSE_MIDWIVES_countylevel","Total number of advanced practice nurse midwives with NPI",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_NURSE_PRACT_countylevel","Total number of nurse practitioners with NPI",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_N_ST_G_EXP_countylevel","Total number of short-term general hospitals reporting expenses",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_N_ST_G_PAYRLL_countylevel","Total number of short-term general hospitals reporting payroll expenses",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_N_ST_G_PAYRLL_1000_countylevel","Total payroll expenses from short-term general hospitals reporting payroll expenses (dollars in $1,000s)",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OB_GYN_countylevel","Total number of non-federal obstetric gynecologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OPHTHALMOLOGY_countylevel","Total number of ophthalmology specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OPRT_ROOM_countylevel","Total number of operating rooms in short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ORTH_SURG_countylevel","Total number of non-federal orthopedic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OTHER_SPEC_countylevel","Total number of other specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OTOLARYNGOLOGY_countylevel","Total number of otolaryngology specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_OUTPAT_VST_STNGH_countylevel","Total number of outpatient visits in short-term non-general hospital emergency department and other outpatient visits",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PEDIATRICS_countylevel","Total number of non-federal pediatric and general physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PHYSICIAN_ASSIST_countylevel","Total number of physician assistants with NPI",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PHYS_PRIMARY_countylevel","Total number of non-federal primary care physicians",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PLASTIC_SURG_countylevel","Total number of plastic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PSYCH_countylevel","Total number of non-federal psychiatrists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_PULMONARY_SPEC_countylevel","Total number of pulmonary disease specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_RADI_countylevel","Total number of non-federal radiologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_STNG_LT_HOSP_ADMS_countylevel","Total number of short-term, non-general, and long-term hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_COMM_HOSP_countylevel","Total number of short-term community hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_COMM_HOSP_ADMS_countylevel","Total number of short-term community hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_G_HOSP_countylevel","Total number of short-term general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_G_HOSP_ADMS_countylevel","Total number of short-term general hospital admissions",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_G_HOSP_BED_countylevel","Total number of short-term general hospital beds",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_ST_N_G_HOSP_countylevel","Total number of short-term non-general hospitals",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_SURG_SPECS_countylevel","Total number of surgical specialists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_THORACIC_SURG_countylevel","Total number of thoracic surgeons",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_TOT_UROL_countylevel","Total number of non-federal urologists",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AHRF_UNEMPLOYED_RATE_countylevel","Unemployment rate per 100 population (ages 16 and over)",0,0,0,0,"Chi-square","2. economic context","AHRF",14983,2296,8639.5,"***"
"AHRF_UROL_RATE_countylevel","Total number of non-federal urologists per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","AHRF",14983,2296,8639.5,"***"
"AMFAR_MEDSAFAC_RATE_countylevel","Total number of substance abuse services facilities accepting Medicaid per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","AMFAR",14983,2296,8639.5,"***"
"AMFAR_TOT_MEDSAFAC_countylevel","Total number of substance abuse services facilities accepting Medicaid",0,0,0,0,"Chi-square","5. healthcare context","AMFAR",14983,2296,8639.5,"***"
"CDCAP_CHLAMYDIA_RATE_countylevel","Total number of confirmed chlamydia diagnoses per 100,000 population",0,0,0,0,"Chi-square","5. healthcare context","CDCAP",14983,2296,8639.5,"***"
"CDCAP_GONORRHEA_RATE_countylevel","Total number of confirmed gonorrhea diagnoses per 100,000 population",0,0,0,0,"Chi-square","5. healthcare context","CDCAP",14983,2296,8639.5,"***"
"CDCAP_SYPHILIS_RATE_countylevel","Total number of confirmed primary and secondary syphilis diagnoses per 100,000 population",0,0,0,0,"Chi-square","5. healthcare context","CDCAP",14983,2296,8639.5,"***"
"CDCA_BLOOD_HOSP_RATE_ABOVE65_countylevel","Total high blood pressure hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",14983,2296,8639.5,"***"
"CDCA_HEART_DTH_RATE_ABOVE35_countylevel","Total cardiovascular disease deaths per 100,000 population (ages 35 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",14983,2296,8639.5,"***"
"CDCA_HEART_HOSP_RATE_ABOVE65_countylevel","Total cardiovascular disease hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",14983,2296,8639.5,"***"
"CDCA_STROKE_DTH_RATE_ABOVE35_countylevel","Total stroke deaths per 100,000 population (ages 35 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",14983,2296,8639.5,"***"
"CDCA_STROKE_HOSP_RATE_ABOVE65_countylevel","Total stroke hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)",0,0,0,0,"Chi-square","5. healthcare context","CDCA",14983,2296,8639.5,"***"
"HRSA_MUA_COUNTY_countylevel","Medically Underserved Areas (MUAs) - County",0,0,0,0,"Chi-square","5. healthcare context","HRSA",14983,2296,8639.5,"***"
"MP_MEDICARE_ADVTG_ENROLLED_countylevel","Total number of Medicare Advantage enrollees in the county",0,0,0,0,"Chi-square","5. healthcare context","MP",14983,2296,8639.5,"***"
"MP_MEDICARE_ELIGIBLES_countylevel","Total number of Medicare eligibles in the county",0,0,0,0,"Chi-square","5. healthcare context","MP",14983,2296,8639.5,"***"
"MP_PCT_ADVTG_PEN_countylevel","Percentage of Medicare eligible beneficiaries enrolled in a Medicare Advantage plan per 100 population",0,0,0,0,"Chi-square","5. healthcare context","MP",14983,2296,8639.5,"***"
"POS_ASC_RATE_countylevel","Total number of ambulatory surgical centers per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_CMHC_RATE_countylevel","Total number of Community Mental Health Centers per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_FQHC_RATE_countylevel","Total number of Federally Qualified Health Centers (FQHCs) per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HHA_RATE_countylevel","Total number of home health agencies per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSPICE_RATE_countylevel","Total number of hospices per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_ALC_RATE_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_BURN_RATE_countylevel","Total number of hospitals with burn care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_CHEMO_RATE_countylevel","Total number of hospitals with chemotherapy per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_ED_RATE_countylevel","Total number of hospitals with emergency department per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_MEDSURG_ICU_RATE_countylevel","Total number of hospitals with medical-surgical ICU per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_OBSTETRIC_RATE_countylevel","Total number of hospitals with obstetric care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_PED_ICU_RATE_countylevel","Total number of hospitals with pediatric ICU per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_PSYCH_RATE_countylevel","Total number of hospitals with psychiatric care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_HOSP_REHAB_RATE_countylevel","Total number of hospitals with rehabilitative care per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_ALC_countylevel","Maximum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_CLINIC_countylevel","Maximum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_ED_countylevel","Maximum distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_MEDSURG_ICU_countylevel","Maximum distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_OBSTETRICS_countylevel","Maximum distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_PED_ICU_countylevel","Maximum distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MAX_DIST_TRAUMA_countylevel","Maximum distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_ALC_countylevel","Mean distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_CLINIC_countylevel","Mean distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_ED_countylevel","Mean distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_MEDSURG_ICU_countylevel","Mean distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_OBSTETRICS_countylevel","Mean distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_PED_ICU_countylevel","Mean distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEAN_DIST_TRAUMA_countylevel","Mean distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_ALC_countylevel","Median distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_CLINIC_countylevel","Median distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_ED_countylevel","Median distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_MEDSURG_ICU_countylevel","Median distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_OBSTETRICS_countylevel","Median distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_PED_ICU_countylevel","Median distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MEDIAN_DIST_TRAUMA_countylevel","Median distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_ALC_countylevel","Minimum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_CLINIC_countylevel","Minimum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_ED_countylevel","Minimum distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_MEDSURG_ICU_countylevel","Minimum distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_OBSTETRICS_countylevel","Minimum distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_PED_ICU_countylevel","Minimum distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_MIN_DIST_TRAUMA_countylevel","Minimum distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_NF_BEDS_RATE_countylevel","Total number of nursing facility certified beds per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_NF_RATE_countylevel","Total number of nursing facilities per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_PCT_HOSP_FOR_PROFIT_countylevel","Percentage of hospitals that are private for-profit hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_PCT_HOSP_GOV_countylevel","Percentage of hospitals that are government (federal, state, local, district) hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_PCT_HOSP_NON_PROFIT_countylevel","Percentage of hospitals that are private not-for-profit hospitals",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_RHC_RATE_countylevel","Total number of Rural Health Clinics (RHCs) per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_SNF_BEDS_RATE_countylevel","Total number of skilled nursing facility certified beds per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_SNF_RATE_countylevel","Total number of skilled nursing facilities per 1,000 population",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_ASC_countylevel","Total number of ambulatory surgical centers",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_CMHC_countylevel","Total number of Community Mental Health Centers",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_FQHC_countylevel","Total number of Federally Qualified Health Centers (FQHCs)",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HHA_countylevel","Total number of home health agencies",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSPICE_countylevel","Total number of hospices",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_ALC_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_BURN_countylevel","Total number of hospitals with burn care",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_CHEMO_countylevel","Total number of hospitals with chemotherapy",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_ED_countylevel","Total number of hospitals with emergency department",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_MEDSURG_ICU_countylevel","Total number of hospitals with medical-surgical ICU",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_OBSTETRIC_countylevel","Total number of hospitals with obstetric care",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_PED_ICU_countylevel","Total number of hospitals with pediatric ICU",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_PSYCH_countylevel","Total number of hospitals with psychiatric care",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_HOSP_REHAB_countylevel","Total number of hospitals with rehabilitative care",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_NF_countylevel","Total number of nursing facilities",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_NF_BEDS_countylevel","Total number of nursing facility certified beds",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_RHC_countylevel","Total number of Rural Health Clinics (RHCs)",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_SNF_countylevel","Total number of skilled nursing facilities",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"POS_TOT_SNF_BEDS_countylevel","Total number of skilled nursing facility certified beds",0,0,0,0,"Chi-square","5. healthcare context","POS",14983,2296,8639.5,"***"
"SEDA_MATH_GR8_WAG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Asian",38.3100847627311,29.48606271777,-8.82402204496106,4.45357515639544e-16,"Chi-square","3. education","SEDA",14983,2296,852.678511487933,"***"
"SEDA_CS_MN_MATH_GR8_ASN_countylevel","Grade 8 Math Mean Cohort Scale (CS), Asian students
",38.1899486084229,29.48606271777,-8.70388589065285,1.06414424791884e-15,"Chi-square","3. education","SEDA",14983,2296,850.286706406621,"***"
"CCBP_SFS_RATE_countylevel","Total number of specialized food stores per 1,000 people",21.7713408529667,14.5905923344948,-7.18074851847192,3.71828360191554e-15,"Chi-square","4. physical infrastructure","CCBP",14983,2296,477.962382082296,"***"
"SEDA_CS_MN_MATH_GR3_ASN_countylevel","Grade 3 Math Mean Cohort Scale (CS), Asian students",37.0820262964693,28.7456445993031,-8.3363816971662,1.09971861847431e-14,"Chi-square","3. education","SEDA",14983,2296,825.970021413276,"***"
"SEDA_MATH_GR3_WAG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Asian",37.0820262964693,28.7456445993031,-8.3363816971662,1.09971861847431e-14,"Chi-square","3. education","SEDA",14983,2296,825.970021413276,"***"
"CHR_PCT_FOOD_countylevel","Percentage of population who lack adequate access to food",12.2472135086431,17.595818815331,5.34860530668788,1.51859095294711e-12,"Chi-square","4. physical infrastructure","CHR",14983,2296,297.51397650327,"***"
"LTC_PCT_RESD_WHITE_countylevel","Average percentage of residents present in a nursing home on the 1st Thursday of April within the county who are white",12.6877127411066,17.9006968641115,5.21298412300491,1.05034821949397e-11,"Chi-square","5. healthcare context","LTC",14983,2296,307.214074888593,"***"
"ACS_PCT_VET_DISABLE_18_64_census_tractlevel","Percentage of civilian veterans with a disability (between ages 18 and 64)",28.145231262097,35.0609756097561,6.91574434765906,1.27615502335658e-11,"Chi-square","1. social context","ACS",14983,2296,667.313617686209,"***"
"ACS_PCT_VET_POV_18_64_census_tractlevel","Percentage of civilian veterans with income below the poverty level in past 12 months (between ages 18 and 64)",28.145231262097,35.0609756097561,6.91574434765906,1.27615502335658e-11,"Chi-square","2. economic context","ACS",14983,2296,667.313617686209,"***"
"LTC_AVG_AGE_countylevel","Average age of residents present in a nursing home on the 1st Thursday of April within a county",12.6743642795168,17.8571428571429,5.18277857762607,1.34648741375437e-11,"Chi-square","5. healthcare context","LTC",14983,2296,306.815440708374,"***"
"ACS_PCT_CHILD_DISAB_countylevel","Percentage of children with a disability (ages 17 and below)",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","1. social context","ACS",14983,2296,551.975461542913,"***"
"ACS_PCT_DISABLE_countylevel","Percentage of population with a disability",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","1. social context","ACS",14983,2296,551.975461542913,"***"
"ACS_PCT_NONVET_DISABLE_18_64_countylevel","Percentage of nonveterans with a disability (between ages 18 and 64)",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","1. social context","ACS",14983,2296,551.975461542913,"***"
"ACS_PCT_NONVET_POV_18_64_countylevel","Percentage of civilian nonveterans with income below the poverty level in the past 12 months (between ages 18 and 64)",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","2. economic context","ACS",14983,2296,551.975461542913,"***"
"ACS_PCT_VET_DISABLE_18_64_countylevel","Percentage of civilian veterans with a disability (between ages 18 and 64)",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","1. social context","ACS",14983,2296,551.975461542913,"***"
"ACS_PCT_VET_POV_18_64_countylevel","Percentage of civilian veterans with income below the poverty level in past 12 months (between ages 18 and 64)",23.1796035506908,29.6602787456446,6.48067519495381,1.57781591600772e-11,"Chi-square","2. economic context","ACS",14983,2296,551.975461542913,"***"
